,audio_path,ground_truth,transcription,inference_time,Semantic_Analysis
238,2024_06_28 11_20_59 UTrvLw.wav,"I'll have the Veggie Scramble with Whole Wheat Toast, and Southern Scramble with Milk - Small please.", I'll have the Veggie Scramble and Whole Meat Toast and Southern Scramble with Milk Small  trees.,0.490044355,0.936304145
239,2024_06_28 11_42_17 B5ptpQ.wav,"It will be the Tender Greens With Oyster Sauce, House Special Beef, and Beef With Snow Peas for me.", It will be the tender greens with oyster sauce house special beef and beef with snow peas for me,0.413421869,0.999999999
240,2024_07_11 00_34_17 1NA--g.wav,"May I order a super quesadilla with fried fish and California Benedict with a side of fresh fruit, please?"," May I order a super quesadilla with fried fish and a California Benedict with a slide of fresh fruit, please?",0.460285902,0.993261441
241,2024_07_11 00_08_02 rz-T7g.wav,"I will have the Veggie Scramble served with Tater-Tots and a Veggie Skillet, please. Could you also make sure to poach the eggs in the skillet so they are nice and soft? Thank you!"," I will have a veggie scramble served with tater tots and a veggie skillet, please.  Could you also make sure to poach the eggs in the skillet so they are nice and soft?  Thank you.",0.710555792,0.983700684
242,2024_07_10 09_55_14 eqmz2w.wav,"May I order a house salad with Italian dressing, and also one with grilled chicken on top? Thank you."," May I order a house salad with Italian dressing and also one grilled chicken on top, thank you",0.472288847,0.993582144
243,2024_07_15 07_00_32 vHY1XA.wav,"May I please have a mixed grill served with creamy mashed potatoes, and for the side dish, could you add some delicious pastrami topped with American cheese? Thank you.", May I please have a mixed grilled served with creamy mashed potatoes and for a side dish  I would like a delicious pastrami topped with American cheese.  Thank you.,0.704912424,0.970549994
244,2024_07_30 02_21_43 krStTA.wav,"""Could you serve me a plate of naked tots?""", Could you serve me a plate of naked tots?,0.320861101,0.999999984
245,2024_07_09 19_01_14 rg1IcA.wav,"I would appreciate a Plant-Based Nuggets Meal served with Cinnamon Sweet Potato Mash, 7 oz please."," I would appreciate the plant-based nuggets meal served with cinnamon sweet  potato mash, 7 ounces please.",0.460188866,0.990583711
246,2024_07_11 00_54_14 sddHdw.wav,"""I will have the spicy chicken wings, please. Can I get them with a topping of green onions and also some fresh garlic for an extra kick?""", I will have the spicy chicken wings please.  Can I get them with a topping of green onions and also some fresh garlic for an extra kick?,0.533255339,0.999999995
247,2024_07_14 21_03_51 MnpCHw.wav,"Could I get the mixed grill served with a house salad and drizzled in miso dressing, please?"," Could I get a mix and grill served with a house salad and a drizzle in miso dressing, please?",0.467499495,0.976759045
248,2024_07_18 21_14_34 MQBpqg.wav,"""May I order a glass of Acqua Panna? No modifiers, please."""," May I order a glass of aqua panna?  No more on the fire, please.",0.437087536,0.799429657
249,2024_07_15 16_24_18 OXXUqA.wav,"""I would love to start my day off right with a hearty Southern Scramble accompanied by a refreshing Cold Brew Coffee.""", I would love to start my day off right with a hearty certain scramble  accompanied by a refreshing cold brew coffee.,0.484179974,0.954938026
