,audio_path,ground_truth,transcription,inference_time,Semantic_Analysis
234,2024_07_09 09_28_51 Z5wUqw.wav,"I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.",i needed to startarter with green chilli pork and mixed graill serve with fries chilli limeestyle,0.0553297996520996,0.824330558630339
235,2024_07_25 12_58_11 UqgYkg.wav,Can you bring me a cheeseburger with fried zucchini on the side?,can you bring me a cheeseburger with fried zucchini on the side,0.0622639656066894,1.0
236,2024_07_12 03_23_43 ZiK-nA.wav,"Please give me a Crushed Soda and also, I would like to have a Pepsi as well. Thank you!",please give me a crush soda and also i would like to have a pepsi as well thank you,0.0801503658294677,0.9653245338934775
237,2024_07_30 02_09_24 8xBc0A.wav,"I would appreciate a Coke Classic and a Fanta Orange to accompany my meal, please.",i would appreciate a coke classic and a fanta orange to accompany my meal please,0.057511568069458,1.0
238,2024_06_28 11_20_59 UTrvLw.wav,"I'll have the Veggie Scramble with Whole Wheat Toast, and Southern Scramble with Milk - Small please.",i'll have the veggie scramled and wholemeat toast and sutthern scramled with milk small please,0.0670249462127685,0.8995925336912636
239,2024_06_28 11_42_17 B5ptpQ.wav,"It will be the Tender Greens With Oyster Sauce, House Special Beef, and Beef With Snow Peas for me.",it will be the tender greens with oyster sauce how special beef and beef with s no peas for me,0.0595402717590332,0.9277659201063634
240,2024_07_11 00_34_17 1NA--g.wav,"May I order a super quesadilla with fried fish and California Benedict with a side of fresh fruit, please?",may i order a super quassadilla with fried fish and a california benedict with a slight of fresh fruit please,0.0618147850036621,0.9634367472468865
241,2024_07_11 00_08_02 rz-T7g.wav,"I will have the Veggie Scramble served with Tater-Tots and a Veggie Skillet, please. Could you also make sure to poach the eggs in the skillet so they are nice and soft? Thank you!",i will have a veggie scramble served with tater tots and a veggie skillet please could you also make sure to poach the eggs in the skillet so they are nice and soft thank you,0.0855143070220947,0.9837006837085718
242,2024_07_10 09_55_14 eqmz2w.wav,"May I order a house salad with Italian dressing, and also one with grilled chicken on top? Thank you.",may i order a house salad with italian letressing and also one bread chicken on top thank you,0.0644452571868896,0.9567971147667542
243,2024_07_15 07_00_32 vHY1XA.wav,"May I please have a mixed grill served with creamy mashed potatoes, and for the side dish, could you add some delicious pastrami topped with American cheese? Thank you.",may please have a mixed grill served with creamy mashed potatoes and for a side dish i would like some delicious pastram topped with american cheese thank you,0.0660922527313232,0.981037667406156
244,2024_07_30 02_21_43 krStTA.wav,"""Could you serve me a plate of naked tots?""",could you serve me a plate of naked tots,0.0517106056213378,0.9999999838782808
245,2024_07_09 19_01_14 rg1IcA.wav,"I would appreciate a Plant-Based Nuggets Meal served with Cinnamon Sweet Potato Mash, 7 oz please.",i would appreciate the plant based nuggets meal served with cinnamon sweet potato mash seven ounces please,0.0596950054168701,0.9845687286396412
246,2024_07_11 00_54_14 sddHdw.wav,"""I will have the spicy chicken wings, please. Can I get them with a topping of green onions and also some fresh garlic for an extra kick?""",i will have the spicy chicken wings please can i get them with a topping of green onions and also some fresh garlic for an extra kick,0.0755300521850586,0.999999995384439
247,2024_07_14 21_03_51 MnpCHw.wav,"Could I get the mixed grill served with a house salad and drizzled in miso dressing, please?",could i get the mixed grill served with a house salad and a drizzle in miso dressing please,0.0596611499786376,0.9962321524005973
248,2024_07_18 21_14_34 MQBpqg.wav,"""May I order a glass of Acqua Panna? No modifiers, please.""",may i order a glass of aquaana no more on the fireplace,0.0562062263488769,0.7709619036285464
249,2024_07_15 16_24_18 OXXUqA.wav,"""I would love to start my day off right with a hearty Southern Scramble accompanied by a refreshing Cold Brew Coffee.""",i would love to start my day off right with a hearty sou scramble accompanied by a refreshing cold brew coffee,0.0737738609313964,0.9516968992191661
