,audio_path,ground_truth,transcription,inference_time,Semantic_Analysis
234,2024_07_09 09_28_51 Z5wUqw.wav,"I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.",i need a tostara with green chilli pork and mixed grill served with fries chilli limeestyle,0.0399901866912841,0.912091670558011
235,2024_07_25 12_58_11 UqgYkg.wav,Can you bring me a cheeseburger with fried zucchini on the side?,can you bring me a cheeseburger with fried zucchini on the side,0.0461769104003906,1.0
236,2024_07_12 03_23_43 ZiK-nA.wav,"Please give me a Crushed Soda and also, I would like to have a Pepsi as well. Thank you!",please give me a crushed soda and also i would like to have a pepsi as well thank you,0.0447688102722168,0.9999999980590448
237,2024_07_30 02_09_24 8xBc0A.wav,"I would appreciate a Coke Classic and a Fanta Orange to accompany my meal, please.",i would appreciate a coke classic and a fanta orange to accompany my meal please,0.0326929092407226,1.0
238,2024_06_28 11_20_59 UTrvLw.wav,"I'll have the Veggie Scramble with Whole Wheat Toast, and Southern Scramble with Milk - Small please.",i'll have the veggie scramble and wholemeat toast and suttheron scramble with milk small please,0.0326452255249023,0.9633594498280506
239,2024_06_28 11_42_17 B5ptpQ.wav,"It will be the Tender Greens With Oyster Sauce, House Special Beef, and Beef With Snow Peas for me.",it will be the tender greens with oyster sauce house special beef and beef with no peas for me,0.0384817123413085,0.956866519282324
240,2024_07_11 00_34_17 1NA--g.wav,"May I order a super quesadilla with fried fish and California Benedict with a side of fresh fruit, please?",may i order a super cassadilla with fried fish and a california benedict with slider fresh fruit please,0.0434119701385498,0.9365975616386576
241,2024_07_11 00_08_02 rz-T7g.wav,"I will have the Veggie Scramble served with Tater-Tots and a Veggie Skillet, please. Could you also make sure to poach the eggs in the skillet so they are nice and soft? Thank you!",i will have a veggie scramble served with tater tots and a veggie skillet please could you also make sure to poach the eggs in the skillet so they are nice and soft thank you,0.0512678623199462,0.9837006837085718
242,2024_07_10 09_55_14 eqmz2w.wav,"May I order a house salad with Italian dressing, and also one with grilled chicken on top? Thank you.",may i order a house salad with valalian re the same and also one lier chicken on top thank you,0.0378620624542236,0.9143515586652778
243,2024_07_15 07_00_32 vHY1XA.wav,"May I please have a mixed grill served with creamy mashed potatoes, and for the side dish, could you add some delicious pastrami topped with American cheese? Thank you.",may peas have a mixed grill served with creamy mashed potatoes and for a side dish i would like some delicious pastrama top with american cheese thank you,0.0446002483367919,0.9059294177012392
244,2024_07_30 02_21_43 krStTA.wav,"""Could you serve me a plate of naked tots?""",could you serve me a plate of naked toarts,0.0443978309631347,0.9306508343581272
245,2024_07_09 19_01_14 rg1IcA.wav,"I would appreciate a Plant-Based Nuggets Meal served with Cinnamon Sweet Potato Mash, 7 oz please.",i would appreciate the plant based nuggets meal served with cinnamon sweet potato mash seven ounces please,0.0393273830413818,0.9845687286396412
246,2024_07_11 00_54_14 sddHdw.wav,"""I will have the spicy chicken wings, please. Can I get them with a topping of green onions and also some fresh garlic for an extra kick?""",i will have the spicy chicken wings please can i get them with a topping of green onions and also some fresh garlic for an extra kick,0.0510814189910888,0.999999995384439
247,2024_07_14 21_03_51 MnpCHw.wav,"Could I get the mixed grill served with a house salad and drizzled in miso dressing, please?",could i get the mixed grill served with a house salad and a drizzle in miso dressing please,0.0416898727416992,0.9962321524005973
248,2024_07_18 21_14_34 MQBpqg.wav,"""May I order a glass of Acqua Panna? No modifiers, please.""",may i order a glass of aquapana no mo on the fire please,0.0338644981384277,0.7878708519004192
249,2024_07_15 16_24_18 OXXUqA.wav,"""I would love to start my day off right with a hearty Southern Scramble accompanied by a refreshing Cold Brew Coffee.""",i would love to start my day off right with a hearty s scramble accompanied by a refreshing cold brew coffee,0.043630838394165,0.9523948645462079
